tag_name,tag_type,is_array,array_size,array_start_index,array_end_index,dimensions
Drum_Flow_Tmr,TIMER,0,,,,-
Drum_HLim,REAL,0,,,,-
Drum_LLim,REAL,0,,,,-
Drum_Moving_before_SW_Cut,BOOL,0,,,,-
Drum_Moving_SemiAuto_SW_Phase,BOOL,0,,,,-
Drum_Servo_Safe_Speed_Channel_A,BOOL,0,,,,-
Drum_Servo_Safe_Speed_Channel_B,BOOL,0,,,,-
Drum_Servo_Safe_Stop_01,BOOL,0,,,,-
Drum_Servo_Safe_Stop_02,BOOL,0,,,,-
Drum_Spot_HLim,REAL,0,,,,-
Drum_Spot_LLim,REAL,0,,,,-
Dsble_trnup,BOOL,0,,,,-
DskStchr_start,BOOL,0,,,,-
dummy555,BOOL,0,,,,-
DummyData,REAL,0,,,,-
ELEMENT_ANALYSIS_0,TIMER,0,,,,-
ELEMENT_ANALYSIS_1,TIMER,0,,,,-
ELEMENT_ANALYSIS_10,TIMER,0,,,,-
ELEMENT_ANALYSIS_11,TIMER,0,,,,-
ELEMENT_ANALYSIS_12,TIMER,0,,,,-
ELEMENT_ANALYSIS_13,TIMER,0,,,,-
ELEMENT_ANALYSIS_14,TIMER,0,,,,-
ELEMENT_ANALYSIS_15,TIMER,0,,,,-
ELEMENT_ANALYSIS_16,TIMER,0,,,,-
ELEMENT_ANALYSIS_17,TIMER,0,,,,-
ELEMENT_ANALYSIS_18,TIMER,0,,,,-
ELEMENT_ANALYSIS_19,TIMER,0,,,,-
ELEMENT_ANALYSIS_2,TIMER,0,,,,-
ELEMENT_ANALYSIS_20,TIMER,0,,,,-
ELEMENT_ANALYSIS_21,TIMER,0,,,,-
ELEMENT_ANALYSIS_22,TIMER,0,,,,-
ELEMENT_ANALYSIS_23,TIMER,0,,,,-
ELEMENT_ANALYSIS_24,TIMER,0,,,,-
ELEMENT_ANALYSIS_25,TIMER,0,,,,-
ELEMENT_ANALYSIS_26,TIMER,0,,,,-
ELEMENT_ANALYSIS_27,TIMER,0,,,,-
ELEMENT_ANALYSIS_28,TIMER,0,,,,-
ELEMENT_ANALYSIS_29,TIMER,0,,,,-
ELEMENT_ANALYSIS_3,TIMER,0,,,,-
ELEMENT_ANALYSIS_30,TIMER,0,,,,-
ELEMENT_ANALYSIS_31,TIMER,0,,,,-
ELEMENT_ANALYSIS_32,TIMER,0,,,,-
ELEMENT_ANALYSIS_4,TIMER,0,,,,-
ELEMENT_ANALYSIS_5,TIMER,0,,,,-
ELEMENT_ANALYSIS_6,TIMER,0,,,,-
ELEMENT_ANALYSIS_7,TIMER,0,,,,-
ELEMENT_ANALYSIS_8,TIMER,0,,,,-
ELEMENT_ANALYSIS_9,TIMER,0,,,,-
EM01_CCDrum,AXIS_CIP_DRIVE,0,,,,-
EM01_CCDrum_FP,AOI_CIPFACEPLATE,0,,,,-
EM02_Turnup_HS,AXIS_CIP_DRIVE,0,,,,-
EM02_Turnup_HS_FP,AOI_CIPFACEPLATE,0,,,,-
EM03_Turnup_TS,AXIS_CIP_DRIVE,0,,,,-
EM03_Turnup_TS_FP,AOI_CIPFACEPLATE,0,,,,-
EM07_IL,AXIS_CIP_DRIVE,0,,,,-
EM07_IL_FP,AOI_CIPFACEPLATE,0,,,,-
EM08_Ply_01,AXIS_CIP_DRIVE,0,,,,-
EM08_Ply_01_FP,AOI_CIPFACEPLATE,0,,,,-
EM09_Ply_02,AXIS_CIP_DRIVE,0,,,,-
EM09_Ply_02_FP,AOI_CIPFACEPLATE,0,,,,-
EM10_ILKNIFE,AXIS_CIP_DRIVE,0,,,,-
EM10_ILKNIFE_FP,AOI_CIPFACEPLATE,0,,,,-
EM11_SW_PP,AXIS_CIP_DRIVE,0,,,,-
EM11_SW_PP_FP,AOI_CIPFACEPLATE,0,,,,-
EM12_RRD_Radial,AXIS_CIP_DRIVE,0,,,,-
EM12_RRD_Radial_FP,AOI_CIPFACEPLATE,0,,,,-
EM13_Broad_Motor_Temp,MESSAGE,0,,,,-
EM13_RRD_Broad,AXIS_CIP_DRIVE,0,,,,-
EM13_RRD_Broad_FP,AOI_CIPFACEPLATE,0,,,,-
EM14_RRD_LeftTurn,AXIS_CIP_DRIVE,0,,,,-
EM14_RRD_LeftTurn_FP,AOI_CIPFACEPLATE,0,,,,-
EM15_RRD_RightTurn,AXIS_CIP_DRIVE,0,,,,-
EM15_RRD_RightTurn_FP,AOI_CIPFACEPLATE,0,,,,-
EM16_Contour_Stitch,AXIS_CIP_DRIVE,0,,,,-
EM16_Contour_Stitch_FP,AOI_CIPFACEPLATE,0,,,,-
EM17_Disk_Stitch,AXIS_CIP_DRIVE,0,,,,-
EM17_Disk_Stitch_FP,AOI_CIPFACEPLATE,0,,,,-
EM18_Ply_03,AXIS_CIP_DRIVE,0,,,,-
EM18_Ply_03_FP,AOI_CIPFACEPLATE,0,,,,-
EM19_SWConv_LH,AXIS_CIP_DRIVE,0,,,,-
EM19_SWConv_LH_FP,AOI_CIPFACEPLATE,0,,,,-
EM20_SWConv_RH,AXIS_CIP_DRIVE,0,,,,-
EM20_SWConv_RH_FP,AOI_CIPFACEPLATE,0,,,,-
EM_Aborting_Done,DINT,0,,,,-
EM_Clearing_Done,DINT,0,,,,-
EM_Fault,EM_FAULTS,1,32,0,31,32
EM_Holding_Done,DINT,0,,,,-
EM_No_Motion,DINT,0,,,,-
EM_Resetting_Done,DINT,0,,,,-
EM_Selected,DINT,0,,,,-
EM_Starting_Done,DINT,0,,,,-
EM_Stopping_Done,DINT,0,,,,-
EM_Suspending_Done,DINT,0,,,,-
EM_UnHolding_Done,DINT,0,,,,-
EM_UnSuspending_Done,DINT,0,,,,-
EntSts_Centering_Unit_Module,DINT,0,,,,-
EntSts_CIP_Module,DINT,0,,,,-
EntSts_Ethernet_Module,DINT,0,,,,-
EntSts_Rio11_Adp,DINT,0,,,,-
EntSts_Rio12_Adp,DINT,0,,,,-
EntSts_RIOs_Module,DINT,0,,,,-
Ethernet_Communication_Fault,BOOL,0,,,,-
Ext_FB36_PN25:I1,_001A:CPX_FB36_8C7D0DFF:I:0,0,,,,-
Ext_FB36_PN25:O1,_001A:CPX_FB36_ADE69366:O:0,0,,,,-
E_Stop_Pressed,BOOL,0,,,,-
Fault_Disk_Stchr_Axis,BOOL,0,,,,-
Fault_Drum_Axis,BOOL,0,,,,-
Fault_IL_Axis,BOOL,0,,,,-
Fault_Ply_1_Axis,BOOL,0,,,,-
Fault_Ply_2_Axis,BOOL,0,,,,-
Fault_RRD_Left_Axis,BOOL,0,,,,-
Fault_RRD_Right_Axis,BOOL,0,,,,-
FB_P1_Mag_Clutch_ON,BOOL,0,,,,-
FCO_MAIN_FLASH1_BIT,BOOL,0,,,,-
FCO_MAIN_FLASH2_BIT,BOOL,0,,,,-
FCO_MAIN_FLASH_BIT,BOOL,0,,,,-
FCO_SAFE_CONTROL_VOLTAGE_ON_DEL_OFF,BOOL,0,,,,-
FDBK_HDW_OT_IN_CHECK_DISABLED_TPRL,BOOL,0,,,,-
FDBK_TPRL_AT_DRUM,BOOL,0,,,,-
FDBK_TPRL_AT_HOME_SWITCH,BOOL,0,,,,-
FDBK_TPRL_AT_PREPOSITION,BOOL,0,,,,-
FDBK_TPRL_AT_REST,BOOL,0,,,,-
FDBK_TPRL_AT_UP,BOOL,0,,,,-
FDBK_TPRL_SET_REFERENCE_ACCEPETED,BOOL,0,,,,-
Feed_Data_PB,BOOL,0,,,,-
FIXED_IL_TRAY_STROKE,DINT,0,,,,-
FLT,DINT,0,,,,-
FS_BEAD_BLOW_CT,REAL,0,,,,-
FS_BEAD_PLACING_CT,REAL,0,,,,-
FS_CONTOUR_CT_MACHINE,REAL,0,,,,-
FS_CONTOUR_CT_MAN,REAL,0,,,,-
FS_DK_CT_MACHINE,REAL,0,,,,-
FS_DK_CT_MAN,REAL,0,,,,-
FS_DRUM_EXP_CT,REAL,0,,,,-
FS_DRUM_ROTATION_CT,REAL,0,,,,-
FS_ESTOP,EMERGENCY_STOP,0,,,,-
FS_ESTOP_ACTIVE,BOOL,0,,,,-
FS_ESTOP_ChannelA,BOOL,0,,,,-
FS_ESTOP_ChannelB,BOOL,0,,,,-
FS_IDLE_CT,REAL,0,,,,-
FS_IL_APPLY_CT,REAL,0,,,,-
FS_IL_APPLY_WT_CT,REAL,0,,,,-
FS_IL_SPLICE_CHECK_CT,REAL,0,,,,-
FS_MACHINE_IDLE_TIME,REAL,0,,,,-
FS_MACHINE_RUN_TIME,REAL,0,,,,-
FS_MAT1_SEQ_CT,REAL,0,,,,-
FS_MAT2_SEQ_CT,REAL,0,,,,-
FS_PLY1_APPLY_CT,REAL,0,,,,-
FS_PLY1_APPLY_WT_CT,REAL,0,,,,-
FS_PLY1_SPLICE_CHECK_CT,REAL,0,,,,-
FS_PLY2_APPLY_CT,REAL,0,,,,-
FS_PLY2_APPLY_WT_CT,REAL,0,,,,-
FS_PLY2_SPLICE_CHECK_CT,REAL,0,,,,-
FS_PLY3_APPLY_CT,REAL,0,,,,-
FS_PLY3_SPLICE_CHECK_CT,REAL,0,,,,-
FS_PRODUCTION,DINT,0,,,,-
FS_REINFORCE_MAT_CT_MACHINE,REAL,0,,,,-
FS_REINFORCE_MAT_CT_MAN,REAL,0,,,,-
FS_RRD_CONTOUR_DISK_CT,REAL,0,,,,-
FS_SET_BEAD_CHECK_CT,REAL,0,,,,-
FS_SET_BEAD_CT,REAL,0,,,,-
FS_SET_BEAD_MACHINE_CT,REAL,0,,,,-
FS_SW_APPLY_CT,REAL,0,,,,-
FS_SW_CT_MACHINE,REAL,0,,,,-
FS_SW_CT_MAN,REAL,0,,,,-
FS_SW_SPLICE_CHECK_CT,REAL,0,,,,-
FS_TRIGGER,TIMER,0,,,,-
FS_TRIGGER_BIT,BOOL,0,,,,-
FS_TS_FW_CT,REAL,0,,,,-
FS_TURN_UP_CT,REAL,0,,,,-
GTL_Code_Selection,BOOL,0,,,,-
GTL_Delay,TIMER,0,,,,-
GT_Code,STRING,0,,,,-
GT_Count,DINT,0,,,,-
GT_Counts,DINT,0,,,,-
HDK,BOOL,0,,,,-
HDK11,BOOL,0,,,,-
HDK_Old_CT_Logic,BOOL,0,,,,-
HDK_Reset,BOOL,0,,,,-
History_count,CONTROL,0,,,,-
HMI,UDT_HMIINTERFACE,0,,,,-
HMI_Axis_Fault,DINT,1,32,0,31,32
HMI_Axis_Manual_Home,DWORD,1,1,0,0,1
HMI_Current_Display_Number,DINT,0,,,,-
HMI_EMP_ChannelA,BOOL,0,,,,-
HMI_EMP_ChannelB,BOOL,0,,,,-
HMI_IL_MAN_Pressure_Apply,BOOL,0,,,,-
HMI_IP_LIST,STRING,1,50,0,49,50
HMI_I_Clear,BOOL,0,,,,-
HMI_I_Hold,BOOL,0,,,,-
HMI_I_JogNegative,BOOL,0,,,,-
HMI_I_JogPositive,BOOL,0,,,,-
HMI_I_Reset,BOOL,0,,,,-
HMI_I_Select_JogAxis,DINT,0,,,,-
HMI_I_Start,BOOL,0,,,,-
HMI_I_Stop,BOOL,0,,,,-
HMI_I_UnHold,BOOL,0,,,,-
HMI_LH_Z2_Actual_Pressure,REAL,0,,,,-
HMI_LH_Z3_Actual_Pressure,REAL,0,,,,-
HMI_LH_Z4_Actual_Pressure,REAL,0,,,,-
HMI_LH_Z5_Actual_Pressure,REAL,0,,,,-
HMI_LH_Z6_Actual_Pressure,REAL,0,,,,-
HMI_MDR_Z1_Width,REAL,0,,,,-
HMI_MDR_Z2_Width,REAL,0,,,,-
HMI_MDR_Z3_Width,REAL,0,,,,-
HMI_MDR_Z4_Width,REAL,0,,,,-
HMI_MDR_Z5_Width,REAL,0,,,,-
HMI_MDR_Z6_Width,REAL,0,,,,-
HMI_Mid_Z1_Actual_Pressure,REAL,0,,,,-
HMI_Mode_Selected,DINT,0,,,,-
HMI_O_MachineSpeed_LIMhi,DINT,0,,,,-
HMI_O_MachineSpeed_LIMlo,DINT,0,,,,-
HMI_O_MachineSpeed_RMP,DINT,0,,,,-
HMI_P1_MAN_Pressure_Apply,BOOL,0,,,,-
HMI_P2_MAN_Pressure_Apply,BOOL,0,,,,-
HMI_P3_MAN_Pressure_Apply,BOOL,0,,,,-
HMI_Remote_Display_Number,DINT,0,,,,-
HMI_RH_Z2_Actual_Pressure,REAL,0,,,,-
HMI_RH_Z3_Actual_Pressure,REAL,0,,,,-
HMI_RH_Z4_Actual_Pressure,REAL,0,,,,-
HMI_RH_Z5_Actual_Pressure,REAL,0,,,,-
HMI_RH_Z6_Actual_Pressure,REAL,0,,,,-
HMI_SW_MAN_Pressure_Apply,BOOL,0,,,,-
HMI_TPRL_MDR_PRESS_MAX,REAL,0,,,,-
HMI_TPRL_MDR_TYPE,DINT,0,,,,-
HMI_UPDATE_TPRL_AXIS_ONS,BOOL,0,,,,-
Home_Pos_Timeout,TIMER,0,,,,-
Home_Sequence_Step_Number,DINT,0,,,,-
HS_BeadSet_Torque_Req,REAL,0,,,,-
I,INT,0,,,,-
IAX_TPRL_ACTUAL_POSITION_MOTOR,REAL,0,,,,-
IAX_TPRL_ACTUAL_VELOCITY,REAL,0,,,,-
IAX_TPRL_ENABLE_INPUT_STATUS,BOOL,0,,,,-
IAX_TPRL_FAULT,BOOL,0,,,,-
IAX_TPRL_GEARING_STATUS,BOOL,0,,,,-
IAX_TPRL_HOMED,BOOL,0,,,,-
IAX_TPRL_HOME_INPUT_STATUS,BOOL,0,,,,-
IAX_TPRL_JOG_TO_APART,BOOL,0,,,,-
IAX_TPRL_JOG_TO_DRUM,BOOL,0,,,,-
IAX_TPRL_JOG_TO_HOME,BOOL,0,,,,-
IAX_TPRL_JOG_TO_PREPOSITION,BOOL,0,,,,-
IAX_TPRL_JOG_TO_TOGETHER,BOOL,0,,,,-
IAX_TPRL_LOOK_FOR_HOME,BOOL,0,,,,-
IAX_TPRL_NEG_LIMIT_INPUT_STATUS,BOOL,0,,,,-
IAX_TPRL_POS_LIMIT_INPUT_STATUS,BOOL,0,,,,-
IAX_TPRL_REG1_INPUT_STATUS,BOOL,0,,,,-
IAX_TPRL_REG2_INPUT_STATUS,BOOL,0,,,,-
IAX_TPRL_SAFE_OFF_STATUS,BOOL,0,,,,-
IAX_TPRL_SERVO_ACTION_STATUS,BOOL,0,,,,-
IAX_TPRL_SET_REFERENCE,BOOL,0,,,,-
IAX_TPRL_VELOCITY_STAND_STILL,BOOL,0,,,,-
IDLE_CT,REAL,0,,,,-
IDLE_DUE_TO_MC,BOOL,0,,,,-
Idle_Reason,DINT,0,,,,-
Idle_Time_C,TIMER,0,,,,-
IDLE_TIME_DAY_CAPTURED,DINT,0,,,,-
IDLE_TIME_DAY_START_HISTORY,DINT,1,30,0,29,30
IDLE_TIME_DAY_ST_HISTORY,CONTROL,0,,,,-
IDLE_TIME_HOUR,DINT,0,,,,-
IDLE_TIME_HOUR_CAPTURED,DINT,0,,,,-
IDLE_TIME_HOUR_END,DINT,0,,,,-
IDLE_TIME_HOUR_END_HISTORY,DINT,1,30,0,29,30
IDLE_TIME_HOUR_START_HISTORY,DINT,1,30,0,29,30
IDLE_TIME_HR_END_HISTORY,CONTROL,0,,,,-
IDLE_TIME_HR_START_HISTORY,CONTROL,0,,,,-
IDLE_TIME_MINUTE,DINT,0,,,,-
IDLE_TIME_MINUTE_CAPTURED,DINT,0,,,,-
IDLE_TIME_MINUTE_END,DINT,0,,,,-
IDLE_TIME_MINUTE_END_HISTORY,DINT,1,30,0,29,30
IDLE_TIME_MINUTE_START_HISTORY,DINT,1,30,0,29,30
IDLE_TIME_MIN_END_HISTORY,CONTROL,0,,,,-
IDLE_TIME_MIN_START_HISTORY,CONTROL,0,,,,-
IDLE_TIME_MONTH_CAPTURED,DINT,0,,,,-
IDLE_TIME_MONTH_START_HISTORY,DINT,1,30,0,29,30
IDLE_TIME_MON_START_HISTORY,CONTROL,0,,,,-
Idle_Time_Rto,TIMER,0,,,,-
IDLE_TIME_SECONDS,DINT,0,,,,-
IDLE_TIME_SECONDS_CAPTURED,DINT,0,,,,-
IDLE_TIME_SECONDS_END,DINT,0,,,,-
IDLE_TIME_SECONDS_END_HISTORY,DINT,1,30,0,29,30
IDLE_TIME_SECONDS_START_HISTORY,DINT,1,30,0,29,30
IDLE_TIME_SEC_END_HISTORY,CONTROL,0,,,,-
IDLE_TIME_SEC_START_HISTORY,CONTROL,0,,,,-
IDLE_TIME_SHIFT_HISTORY,STRING,1,30,0,29,30
IDLE_TIME_SHIFT_ST_HISTORY,CONTROL,0,,,,-
IDLE_TIME_STARTED,BOOL,0,,,,-
IDLE_TIME_YEAR_CAPTURED,DINT,0,,,,-
IDLE_TIME_YEAR_START_HISTORY,DINT,1,30,0,29,30
IDLE_TIME_YR_START_HISTORY,CONTROL,0,,,,-
IL:S,AB:MOTION_DIAGNOSTICS:S:1,0,,,,-
IL_Act_Mat_Length,REAL,0,,,,-
IL_ACT_WIDTH,REAL,0,,,,-
IL_APPLY_CT,REAL,0,,,,-
IL_APPLY_OP_DELAY_TIME,REAL,0,,,,-
IL_APPLY_PERMISSION,BOOL,0,,,,-
IL_APPLY_WT_CT,REAL,0,,,,-
IL_APP_IN_PROGRESS,BOOL,0,,,,-
IL_centering_Actual_Pos,REAL,0,,,,-
IL_centering_Both_Sens_Selctd,BOOL,0,,,,-
IL_centering_End_Pos_Left,BOOL,0,,,,-
IL_centering_End_Pos_Right,BOOL,0,,,,-
il_centering_guide_write,TOGGLE,0,,,,-
IL_centering_in_Auto,BOOL,0,,,,-
IL_centering_in_Auto_Locked,BOOL,0,,,,-
IL_centering_in_Centre_Pos,BOOL,0,,,,-
IL_centering_in_Manual,BOOL,0,,,,-
IL_centering_Jog_Left,BOOL,0,,,,-
IL_centering_Jog_Right,BOOL,0,,,,-
il_Centering_Mode_Req,DINT,0,,,,-
il_Centering_Mode_Sts,DINT,0,,,,-
IL_centering_Near_End_Pos_Left,BOOL,0,,,,-
IL_centering_Near_End_Pos_Right,BOOL,0,,,,-
IL_centering_Offset,REAL,0,,,,-
IL_centering_Offset_Act,REAL,0,,,,-
il_centering_Offset_Set,BOOL,0,,,,-
IL_centering_Pos_Rchd,BOOL,0,,,,-
IL_Centering_Unit,SINT,0,,,,-
IL_Centering_Unit:C,AB:ETHERNET_MODULE:C:0,0,,,,-
IL_Centering_Unit:I,AB:ETHERNET_MODULE_INT_64BYTES:I:0,0,,,,-
IL_Centering_Unit:O,AB:ETHERNET_MODULE_INT_64BYTES:O:0,0,,,,-
IL_Centering_Unit_Module_Ok,BOOL,0,,,,-
IL_CONVEYOR_BELT_LIFE,DINT,0,,,,-
IL_CS_ESTOP_ACTIVE,BOOL,0,,,,-
IL_CT_Stop,BOOL,0,,,,-
IL_CUTTER_COOL_AIR,BOOL,0,,,,-
IL_Cutter_Life,DINT,0,,,,-
IL_Cutter_SafetyCurtain_Active,BOOL,0,,,,-
IL_Cutter_SafetyCurtain_Interrupted,BOOL,0,,,,-
IL_CUTTER_SET_LIMIT,DINT,0,,,,-
IL_Cutting_Count,COUNTER,0,,,,-
IL_Cutting_Done_ONS,BOOL,0,,,,-
IL_Dinner,REAL,0,,,,-
IL_Douter,REAL,0,,,,-
IL_FEED_CON_BELT_LIFE,REAL,0,,,,-
IL_Fill_Factor,REAL,0,,,,-
IL_GU:I,_001A:EMCA_EC_67_X_XXX_EP_E8411017:I:0,0,,,,-
IL_GU:O,_001A:EMCA_EC_67_X_XXX_EP_C9DA8E8E:O:0,0,,,,-
IL_GUIDE,AOI_FESTOCONTROL,0,,,,-
IL_guide_jog_Allow,BOOL,0,,,,-
IL_GUIDE_JOG_MAX_PB,BOOL,0,,,,-
IL_GUIDE_JOG_MIN_PB,BOOL,0,,,,-
IL_GU_CALIB,AOI_FESTOCALIBRATION,0,,,,-
IL_GU_DT_FML_STATUS,DT_FML_STATUS,0,,,,-
IL_GU_FHPP_CTRL,FHPP_CTRL,0,,,,-
IL_GU_FHPP_PLUS,FHPP_PLUS,0,,,,-
IL_GU_FML_READ,FML_READ,0,,,,-
IL_GU_FML_READ_STATUS,DT_FML_STATUS,0,,,,-
IL_GU_FML_REF,DT_FML_REF,0,,,,-
IL_GU_FML_WRITE,FML_WRITE,0,,,,-
IL_GU_FML_WRITE_STATUS,DT_FML_STATUS,0,,,,-
IL_GU_JOG_MAX,BOOL,0,,,,-
IL_GU_JOG_MIN,BOOL,0,,,,-
IL_GU_MOVE_TO_POS,BOOL,0,,,,-
IL_GU_TO_HOMEVALID,BOOL,0,,,,-
IL_GU_TO_ZERO_POS,BOOL,0,,,,-
IL_HEIGHT,AOI_FESTOCONTROL,0,,,,-
IL_HEIGHT_CALIB,AOI_FESTOCALIBRATION,0,,,,-
IL_Height_Pos_HLim,REAL,0,,,,-
IL_Height_Pos_LLim,REAL,0,,,,-
IL_Height_Pos_Prev,REAL,0,,,,-
IL_Hmi_Cam_Input,CAM,1,150,0,149,150
IL_Knife:S,AB:MOTION_DIAGNOSTICS:S:1,0,,,,-
IL_Knife_Cut_Complete,BOOL,0,,,,-
IL_KNIFE_MAX_TQ,REAL,0,,,,-
IL_KNIFE_MIN_TQ,REAL,0,,,,-
IL_Knife_SS_End_Pos,REAL,0,,,,-
IL_KNIFE_TQ_FB,REAL,0,,,,-
IL_KNIFE_TQ_RESET,BOOL,0,,,,-
IL_KNIFE_WARNING,BOOL,0,,,,-
IL_LetOff,AOI_LETOFFCONTROL,0,,,,-
IL_LetOff:I,AB:POWERFLEX70EC_49A2F517:I:0,0,,,,-
IL_LetOff:O,AB:POWERFLEX70EC_942C105B:O:0,0,,,,-
IL_LetOffCycleTimeFault,BOOL,0,,,,-
IL_Letoff_Empty,BOOL,0,,,,-
IL_LetOff_FaultCode,DINT,0,,,,-
IL_LetOff_FP,PFLEX_70EC_AOI,0,,,,-
IL_Letoff_HMI_Pop,BOOL,0,,,,-
IL_Letoff_Near_To_Empty,BOOL,0,,,,-
IL_Letoff_SafetyCurtain_Active,BOOL,0,,,,-
IL_LetOff_Status,DINT,0,,,,-
IL_PLY_COMBINE_COUNTER,COUNTER,0,,,,-
il_ply_gear,BOOL,0,,,,-
il_ply_ones,BOOL,0,,,,-
IL_PLY_TOGETHER_ENABLE,BOOL,0,,,,-
IL_PLY_TOGETHER_SPOTTING_TIMER,TIMER,0,,,,-
IL_PLY_TOGETHER_WRAP_ANGLE,REAL,0,,,,-
IL_PREPARATION_CMPLT,BOOL,0,,,,-
IL_Prep_InProgrss,BOOL,0,,,,-
IL_Previous_ONS,BOOL,0,,,,-
IL_Safety_Reset_IPB,BOOL,0,,,,-
IL_Slow_Cut,BOOL,0,,,,-
IL_SPLICE_CHECK,BOOL,0,,,,-
IL_SPLICE_CHECK_CT,REAL,0,,,,-
IL_Thickness_Liner,REAL,0,,,,-
IL_Thickness_Mat,REAL,0,,,,-
IL_TRAY:I,_001A:EMCA_EC_67_X_XXX_EP_E8411017:I:0,0,,,,-
IL_TRAY:O,_001A:EMCA_EC_67_X_XXX_EP_C9DA8E8E:O:0,0,,,,-
IL_TRAY_BELT_LIFE,DINT,0,,,,-
IL_TRAY_DT_FML_STATUS,DT_FML_STATUS,0,,,,-
IL_TRAY_FHPP_CTRL,FHPP_CTRL,0,,,,-
IL_TRAY_FHPP_CTRL_CLEAR_FAULT,BOOL,0,,,,-
IL_TRAY_FHPP_CTRL_DISABLE,BOOL,0,,,,-
IL_TRAY_FHPP_CTRL_ENABLE,BOOL,0,,,,-
IL_TRAY_FHPP_PLUS,FHPP_PLUS,0,,,,-
IL_TRAY_FML_READ,FML_READ,0,,,,-
IL_TRAY_FML_READ_STATUS,DT_FML_STATUS,0,,,,-
IL_TRAY_FML_REF,DT_FML_REF,0,,,,-
IL_TRAY_FML_WRITE,FML_WRITE,0,,,,-
IL_TRAY_FML_WRITE_STATUS,DT_FML_STATUS,0,,,,-
IL_Tray_Height_Actual,REAL,0,,,,-
IL_TRAY_HEIGHT_ACTUAL_POS,REAL,0,,,,-
IL_TRAY_HEIGHT_CMD_DEG,REAL,0,,,,-
IL_TRAY_MAX_TQ,REAL,0,,,,-
IL_TRAY_MIN_TQ,REAL,0,,,,-
IL_TRAY_TQ_FB,REAL,0,,,,-
IL_TRAY_TQ_RESET,BOOL,0,,,,-
IL_TR_HOMEVALID,BOOL,0,,,,-
IL_TR_JOG_DOWN,BOOL,0,,,,-
IL_TR_JOG_UP,BOOL,0,,,,-
IL_TR_MOTOR_ACTUAL_POS,REAL,0,,,,-
IL_TR_MOVE_TO_POS,BOOL,0,,,,-
IL_TR_TO_POS,BOOL,0,,,,-
IL_TR_TO_ZERO_POS,BOOL,0,,,,-
IL_TS_ESTOP_ACTIVE,BOOL,0,,,,-
IL_Ultrasonic_Generator_Act_Amp,REAL,0,,,,-
IL_Ultrasonic_Generator_Power,REAL,0,,,,-
IL_Ultrasonic_Gen_Power_Counts,REAL,0,,,,-
IL_Z1_ACTIVE,BOOL,0,,,,-
IL_Z2_ACTIVE,BOOL,0,,,,-
IL_Z3_ACTIVE,BOOL,0,,,,-
IL_Z4_ACTIVE,BOOL,0,,,,-
IL_Z5_ACTIVE,BOOL,0,,,,-
IL_Z6_ACTIVE,BOOL,0,,,,-
index,DINT,0,,,,-
INNERLINER_APPLY_CYCLE_TIME,REAL,0,,,,-
Insert_Beads_Finish_Time,DATETIME_TYPE,0,,,,-
INSERT_BEAD_PLACING,BOOL,0,,,,-
Inter_Feed_Delay,TIMER,0,,,,-
IOP_PVC_TR_XCCDR_TOR_REF_MAX_RESET,BOOL,0,,,,-
IOP_PVC_TR_XCCDR_TOR_REF_MIN_RESET,BOOL,0,,,,-
IOP_PVC_TR_XCONT_ST_TOR_REF_MAX_RESET,BOOL,0,,,,-
IOP_PVC_TR_XCONT_ST_TOR_REF_MIN_RESET,BOOL,0,,,,-
IOP_PVC_TR_XDISK_ST_TOR_REF_MAX_RESET,BOOL,0,,,,-
IOP_PVC_TR_XDISK_ST_TOR_REF_MIN_RESET,BOOL,0,,,,-
IOP_PVC_TR_XILKNIFE_TOR_REF_MAX_RESET,BOOL,0,,,,-
IOP_PVC_TR_XILKNIFE_TOR_REF_MIN_RESET,BOOL,0,,,,-
IOP_PVC_TR_XIL_TOR_REF_MAX_RESET,BOOL,0,,,,-
IOP_PVC_TR_XIL_TOR_REF_MIN_RESET,BOOL,0,,,,-
IOP_PVC_TR_XPLY1_TOR_REF_MAX_RESET,BOOL,0,,,,-
IOP_PVC_TR_XPLY1_TOR_REF_MIN_RESET,BOOL,0,,,,-
IOP_PVC_TR_XPLY2_TOR_REF_MAX_RESET,BOOL,0,,,,-
IOP_PVC_TR_XPLY2_TOR_REF_MIN_RESET,BOOL,0,,,,-
IOP_PVC_TR_XPLY3_TOR_REF_MAX_RESET,BOOL,0,,,,-
IOP_PVC_TR_XPLY3_TOR_REF_MIN_RESET,BOOL,0,,,,-
IOP_PVC_TR_XRRD_B_TOR_REF_MAX_RESET,BOOL,0,,,,-
IOP_PVC_TR_XRRD_B_TOR_REF_MIN_RESET,BOOL,0,,,,-
IOP_PVC_TR_XRRD_L_TOR_REF_MAX_RESET,BOOL,0,,,,-
IOP_PVC_TR_XRRD_L_TOR_REF_MIN_RESET,BOOL,0,,,,-
IOP_PVC_TR_XRRD_RAD_TOR_REF_MAX_RESET,BOOL,0,,,,-
IOP_PVC_TR_XRRD_RAD_TOR_REF_MIN_RESET,BOOL,0,,,,-
IOP_PVC_TR_XRRD_R_TOR_REF_MAX_RESET,BOOL,0,,,,-
IOP_PVC_TR_XRRD_R_TOR_REF_MIN_RESET,BOOL,0,,,,-
IOP_PVC_TR_XSW_CV_LH_TOR_REF_MAX_RESET,BOOL,0,,,,-
IOP_PVC_TR_XSW_CV_LH_TOR_REF_MIN_RESET,BOOL,0,,,,-
